@info
{
    "table":{
        "name":"train_stage1_1",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"784_stage3",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"A.id",
                "type":"TEXT"
            },
            {
                "name":"B.id",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,A.id:TEXT,B.id:TEXT,label:INTEGER
3,37671602,40826081#TigerDirect,0
4,35496125,40804262#TigerDirect,0
6,22286246,22287459#UnbeatableSale.com,0
7,31402029,23143945#UnbeatableSale.com,0
9,42585178,42398566#TigerDirect,0
10,40605305,40605305#US Micro,1
16,13216348,13216348#Circuit City,1
17,16541897,16541897#Shoplet,1
18,11077980,11077955#Walmart.com,0
19,40818602,40818602#TEKENVY,1
20,43014809,43014809#TEKENVY,1
24,14915860,14915858#Wayfair,0
25,41183318,41183318#TEKENVY,1
26,41564354,40399148#TigerDirect,0
27,10250409,10250409#UnbeatableSale.com,1
30,40870657,40870657#TEKENVY,1
31,42523790,42523790#US Micro,1
32,42614235,42614235#TEKENVY,1
34,42458726,42454381#TigerDirect,0
37,40695304,40695304#OneCall,1
39,40438989,38527851#TigerDirect,0
41,43113736,43113736#TEKENVY,1
42,42018047,42013626#Zoro,0
49,40931017,41062302#Zoro,0
50,283430,283430#Walmart.com,1
52,42558848,42558848#TEKENVY,1
54,41344609,41344609#US Micro,1
55,15047794,15047794#Tech For Less Inc,1
56,40594573,40594506#TigerDirect,0
58,41193448,41193448#TEKENVY,1
60,41269295,41269295#HappEshopper,1
62,35879256,35879256#OneCall,1
65,33247957,40322196#TigerDirect,0
66,37674317,42476744#TigerDirect,0
67,41053687,41053687#US Micro,1
68,33474818,40618737#TigerDirect,0
69,13056098,13056098#Tonzof,1
70,40987620,40987620#TEKENVY,1
71,1032330,11538912#Walmart.com,0
75,20835954,29942498#UnbeatableSale.com,0
76,41152282,40293894#TigerDirect,0
77,33043872,39150754#TigerDirect,0
80,41344642,41344642#US Micro,1
81,41493803,41493803#TEKENVY,1
84,639034,639034#Walmart.com,1
85,15819315,15819315#UnbeatableSale.com,1
87,37671748,40629812#TigerDirect,0
89,40500682,40500682#Monoprice Inc,1
90,40908441,41356253#Zoro,0
91,11089211,11089209#Walmart.com,0
92,39853753,38578670#TigerDirect,0
94,1170499,1170499#UnbeatableSale.com,1
96,31905537,41529613#TigerDirect,0
97,40218730,38671698#TigerDirect,0
98,40623046,40623046#OneCall,1
99,40984980,22273756#UnbeatableSale.com,0
103,20751067,11006599#Walmart.com,0
104,23756162,23756162#Focus Camera,1
105,1272542,1272542#UnbeatableSale.com,1
107,12021441,12021446#Wayfair,0
110,43096908,43096908#Focus Camera,1
111,41866680,42395501#TigerDirect,0
112,15421582,15421582#Circuit City,1
113,11684433,11684433#OneCall,1
115,41114021,40829791#Zoro,0
116,37670472,42397377#TigerDirect,0
117,40985628,40985628#TEKENVY,1
118,21999454,24547578#UnbeatableSale.com,0
120,42464572,42454994#TigerDirect,0
121,42458832,42462596#TigerDirect,0
122,23134170,23134296#UnbeatableSale.com,0
123,11015707,11975426#Walmart.com,0
125,40957954,40957967#TigerDirect,0
128,41981950,41981950#HappEshopper,1
131,15913582,15913582#Tonzof,1
134,41183236,41183236#TEKENVY,1
135,40496089,42466368#TigerDirect,0
137,39798076,40900237#TigerDirect,0
139,41075720,42934973#TigerDirect,0
141,13056141,13056141#Circuit City,1
142,16524296,16524296#Tonzof,1
143,37812491,42395897#TigerDirect,0
145,11600136,11959462#Walmart.com,0
147,42523272,42523272#SF Planet,1
149,16353347,16353347#Circuit City,1
150,43096192,43096192#Focus Camera,1
153,31057880,31057880#Tech For Less Inc,1
155,41193789,41193789#TEKENVY,1
157,908067,908067#UnbeatableSale.com,1
158,41193051,41193051#TEKENVY,1
159,40590219,40590219#Monoprice Inc,1
165,41282416,42779006#TigerDirect,0
166,41177525,41177525#US Micro,1
167,21675237,41628799#O.co,0
168,34515469,40741350#TigerDirect,0
170,35908259,41320188#Zoro,0
173,40623220,40623220#OneCall,1
176,41053779,41053779#US Micro,1
178,41177320,41177320#US Micro,1
179,41869347,42490098#TigerDirect,0
181,42523062,42523062#SF Planet,1
182,42396106,42394951#TigerDirect,0
185,40871440,40871440#TEKENVY,1
187,11089822,11089729#Walmart.com,0
189,43019366,42006242#Zoro,0
190,15084833,15084833#Circuit City,1
196,41195029,41195029#TEKENVY,1
197,41079007,42000656#Zoro,0
198,40898228,40898228#TEKENVY,1
200,42458725,42464313#TigerDirect,0
201,40870440,40870440#TEKENVY,1
202,2470834,2470834#Circuit City,1
203,11360460,11360461#Wayfair,0
204,42395511,41869339#TigerDirect,0
205,11360462,11360460#Wayfair,0
206,40983802,40983802#Tech For Less Inc,1
208,41177553,41177553#US Micro,1
209,13056112,13056112#Shoplet,1
211,41962037,41962037#SF Planet,1
212,12348927,12179419#Wayfair,0
214,43102722,42871368#TigerDirect,0
215,40986336,40986336#TEKENVY,1
220,42462511,42451043#TigerDirect,0
222,42512213,42512213#Monoprice Inc,1
223,41177634,41177634#US Micro,1
224,19336751,23807666#UnbeatableSale.com,0
228,40500116,40500116#Monoprice Inc,1
230,41171656,41171656#Monoprice Inc,1
231,37817411,41000877#TigerDirect,0
233,13056837,13056837#Shoplet,1
237,5723580,5723580#UnbeatableSale.com,1
241,40500219,40500219#Monoprice Inc,1
242,41981607,41981607#US Micro,1
245,41195007,41195007#TEKENVY,1
247,40484879,40484879#Focus Camera,1
248,34946286,40657845#TigerDirect,0
250,21118617,21118617#Focus Camera,1
252,34250997,34250997#Perf-Moto,1
256,41194488,41194488#TEKENVY,1
258,40898534,40898534#TEKENVY,1
262,41437204,41437599#TigerDirect,0
264,43067078,43066867#Zoro,0
265,41961984,41961984#SF Planet,1
266,40502507,40502507#Monoprice Inc,1
267,40501361,41987434#Zoro,0
268,41194328,41194328#TEKENVY,1
271,21126273,21126273#Focus Camera,1
272,24458250,24458250#Focus Camera,1
273,31400408,23143556#UnbeatableSale.com,0
275,40623383,40623383#OneCall,1
277,37231127,37231127#Perf-Moto,1
278,1174860,1174860#Mega Retail Store,1
279,42511267,40372241#TigerDirect,0
285,41182584,41182584#TEKENVY,1
287,13021252,13021252#UnbeatableSale.com,1
288,10981794,10981794#Tech For Less Inc,1
290,37671627,42011566#TigerDirect,0
296,41744863,41795769#TigerDirect,0
299,42397470,41868222#TigerDirect,0
301,23140455,23140455#Tech For Less Inc,1
303,40668499,40668315#TigerDirect,0
306,37962146,40391558#TigerDirect,0
307,22614565,22614563#UnbeatableSale.com,0
310,41487528,41487528#US Micro,1
311,14916422,14916422#UnbeatableSale.com,1
314,40769767,40833555#Zoro,0
316,40500341,40500341#Monoprice Inc,1
317,40898728,40898728#TEKENVY,1
319,41182067,41182067#TEKENVY,1
320,41869751,42464064#TigerDirect,0
321,24684692,24684689#UnbeatableSale.com,0
322,41177222,41177222#US Micro,1
323,42397748,42397418#TigerDirect,0
324,41259251,41259251#TEKENVY,1
325,42398570,42396418#TigerDirect,0
327,16529132,16529132#Shoplet,1
329,35722980,42491058#TigerDirect,0
330,4216929,4216929#Shoplet,1
331,14922505,14922505#Shoplet,1
332,41389420,41395973#Zoro,0
334,41234265,41234265#TEKENVY,1
335,16419486,16419486#Circuit City,1
339,13044359,13044359#Tonzof,1
343,2585647,2585647#UnbeatableSale.com,1
344,41193414,41193414#TEKENVY,1
345,14658990,40694844#TigerDirect,0
347,31357565,31357565#Monoprice Inc,1
352,41459440,41459440#TEKENVY,1
354,11974715,11974717#Walmart.com,0
356,29568903,40719169#TigerDirect,0
357,42523719,42523719#US Micro,1
358,38398702,41516029#TigerDirect,0
359,40898459,40898459#TEKENVY,1
361,13212840,13212840#Mega Retail Store,1
363,23144229,23144230#UnbeatableSale.com,0
364,42523109,42523109#SF Planet,1
368,11081040,11080918#Walmart.com,0
369,33946204,21800778#UnbeatableSale.com,0
376,40090459,40397191#TigerDirect,0
378,25354902,24543196#UnbeatableSale.com,0
381,42558246,42558246#TEKENVY,1
384,25837660,25837660#Music123,1
387,41261120,41261120#TEKENVY,1
389,42396147,42397436#TigerDirect,0
390,24672220,24672220#Music123,1
392,40657865,40657840#TigerDirect,0
396,40897446,40594584#TigerDirect,0
401,41032170,41032170#TEKENVY,1
403,40808030,40808030#TEKENVY,1
405,43140379,43140409#TigerDirect,0
407,37669865,41521236#TigerDirect,0
409,10755898,10755898#Circuit City,1
412,10779528,21106339#UnbeatableSale.com,0
413,43077207,40918620#Zoro,0
415,40501159,40501159#Monoprice Inc,1
419,40501747,40501747#Monoprice Inc,1
421,21618692,21618691#UnbeatableSale.com,0
422,14873614,14873619#Wayfair,0
423,29565855,41164398#TigerDirect,0
424,41164359,42395153#TigerDirect,0
430,42491461,41480783#TigerDirect,0
431,41183197,41183197#TEKENVY,1
433,23787924,23787924#Tech For Less Inc,1
436,40623339,40623339#OneCall,1
441,23141046,23141045#UnbeatableSale.com,0
442,15084722,15084722#Shoplet,1
444,5555531,5555531#UnbeatableSale.com,1
446,24194068,24194068#Music123,1
449,43146466,43146352#TigerDirect,0
452,40521093,40521093#Monoprice Inc,1
453,24182887,24182887#Tech For Less Inc,1
455,14138621,10975706#Walmart.com,0
456,41483056,41379611#TigerDirect,0
457,40987740,40987740#TEKENVY,1
458,37667757,41744870#TigerDirect,0
460,32700618,40914883#Zoro,0
461,11973998,11973998#Shoplet,1
464,40899342,40899342#TEKENVY,1
465,42467889,42465832#TigerDirect,0
466,41053810,41053810#US Micro,1
467,35559162,42397726#TigerDirect,0
469,41449594,42398657#TigerDirect,0
470,41183271,41183271#TEKENVY,1
471,37667537,40349119#TigerDirect,0
473,11077978,11077978#Circuit City,1
477,11077949,11077948#Walmart.com,0
479,43035466,43047008#Zoro,0
481,41448660,23342952#UnbeatableSale.com,0
482,35097479,40878132#Zoro,0
483,32503271,40719626#TigerDirect,0
484,41192646,41192646#TEKENVY,1
487,41101350,22841482#UnbeatableSale.com,0
488,34949425,42488236#TigerDirect,0
489,41033601,41033562#TigerDirect,0
493,42450813,42458624#TigerDirect,0
494,33791321,40520946#TigerDirect,0
495,40657847,40657825#TigerDirect,0
496,42516763,41220278#TigerDirect,0
497,40501321,40501321#Monoprice Inc,1
499,16561011,16561011#Shoplet,1
500,16652525,21977953#UnbeatableSale.com,0
501,41260072,41260072#TEKENVY,1
502,42523617,42523617#US Micro,1
504,29130523,38691296#TigerDirect,0
505,42462614,42451072#TigerDirect,0
506,19308759,19308759#Shoplet,1
507,42935252,42397879#TigerDirect,0
508,41489435,41489435#Focus Camera,1
509,37674667,42396590#TigerDirect,0
510,34297766,42587459#TigerDirect,0
512,11089719,11089638#Walmart.com,0
514,40500127,40500127#Monoprice Inc,1
515,7079497,7079497#UnbeatableSale.com,1
516,37309982,41181585#TigerDirect,0
519,39753121,40514810#TigerDirect,0
520,41534139,41534145#TigerDirect,0
521,43094803,43094803#Focus Camera,1
522,19351653,19351653#Shoplet,1
524,23134905,23134909#UnbeatableSale.com,0
528,13077966,13077966#Circuit City,1
532,41858726,41858726#TEKENVY,1
534,40987254,40987254#TEKENVY,1
535,42464346,42458851#TigerDirect,0
536,41962057,41962057#SF Planet,1
538,42963265,42963265#US Micro,1
539,29565670,20449234#UnbeatableSale.com,0
542,40501132,40501132#Monoprice Inc,1
543,10828725,10828725#Circuit City,1
545,42464573,42462622#TigerDirect,0
547,29812714,21345701#UnbeatableSale.com,0
548,41261100,41261100#TEKENVY,1
549,32546052,42397284#TigerDirect,0
551,42451123,42455051#TigerDirect,0
552,7080507,7080507#UnbeatableSale.com,1
553,12518905,12518905#Circuit City,1
560,14972021,14972021#Shoplet,1
561,19598662,19598662#Tonzof,1
566,33695037,41786729#TigerDirect,0
567,40985502,40985502#TEKENVY,1
571,40402534,40402534#Tech For Less Inc,1
572,29561584,40589198#TigerDirect,0
574,41961995,41961995#SF Planet,1
575,41251636,39805520#TigerDirect,0
576,40871119,40871119#TEKENVY,1
577,41194422,41194422#TEKENVY,1
578,13021252,13021252#Circuit City,1
579,34924663,43140406#TigerDirect,0
581,41459386,41459386#TEKENVY,1
582,42395015,40701304#TigerDirect,0
584,40629681,42395124#TigerDirect,0
586,41177098,41177098#US Micro,1
587,39403964,39258137#TigerDirect,0
590,38690829,38690829#Tech For Less Inc,1
592,11007932,11007932#UnbeatableSale.com,1
593,13073393,13073393#Circuit City,1
595,2585648,2585648#UnbeatableSale.com,1
