@info
{
    "table":{
        "name":"brand_candset_2",
        "description":"",
        "idAttrib":{
            "name":"pairId",
            "type":"INTEGER"
        },
        "projectName":"wgec_amazon_samsung",
        "attributes":[
            {
                "name":"pairId",
                "type":"INTEGER"
            },
            {
                "name":"samsung.id",
                "type":"TEXT"
            },
            {
                "name":"amazon.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairId:INTEGER,samsung.id:TEXT,amazon.id:TEXT
1,152,6869
2,150,6869
3,169,6869
4,206,6869
5,166,6869
6,207,6869
7,27,6869
8,165,6869
9,28,6869
10,167,6869
11,3,6869
12,2,6869
13,1,6869
14,5,6869
15,4,6869
16,219,6869
17,220,6869
18,185,6869
19,186,6869
20,112,6869
21,113,6869
22,110,6869
23,111,6869
24,86,6869
25,87,6869
26,134,6869
27,49,6869
28,48,6869
29,47,6869
30,149,6869
31,109,6869
32,88,6869
33,89,6869
34,152,6881
35,150,6881
36,169,6881
37,206,6881
38,166,6881
39,207,6881
40,27,6881
41,165,6881
42,28,6881
43,167,6881
44,3,6881
45,2,6881
46,1,6881
47,5,6881
48,4,6881
49,219,6881
50,220,6881
51,185,6881
52,186,6881
53,112,6881
54,113,6881
55,110,6881
56,111,6881
57,86,6881
58,87,6881
59,134,6881
60,49,6881
61,48,6881
62,47,6881
63,149,6881
64,109,6881
65,88,6881
66,89,6881
67,152,2948
68,150,2948
69,169,2948
70,206,2948
71,166,2948
72,207,2948
73,27,2948
74,165,2948
75,28,2948
76,167,2948
77,3,2948
78,2,2948
79,1,2948
80,5,2948
81,4,2948
82,219,2948
83,220,2948
84,185,2948
85,186,2948
86,112,2948
87,113,2948
88,110,2948
89,111,2948
90,86,2948
91,87,2948
92,134,2948
93,49,2948
94,48,2948
95,47,2948
96,149,2948
97,109,2948
98,88,2948
99,89,2948
100,35,1845
101,36,1845
102,33,1845
103,159,1845
104,34,1845
105,158,1845
106,39,1845
107,157,1845
108,156,1845
109,37,1845
110,155,1845
111,38,1845
112,154,1845
113,153,1845
114,43,1845
115,42,1845
116,41,1845
117,40,1845
118,202,1845
119,203,1845
120,204,1845
121,205,1845
122,200,1845
123,201,1845
124,22,1845
125,23,1845
126,24,1845
127,25,1845
128,26,1845
129,208,1845
130,209,1845
131,29,1845
132,161,1845
133,162,1845
134,163,1845
135,164,1845
136,7,1845
137,30,1845
138,32,1845
139,31,1845
140,160,1845
141,9,1845
142,8,1845
143,211,1845
144,212,1845
145,210,1845
146,215,1845
147,216,1845
148,213,1845
149,19,1845
150,214,1845
151,17,1845
152,179,1845
153,18,1845
154,178,1845
155,217,1845
156,15,1845
157,177,1845
158,218,1845
159,16,1845
160,176,1845
161,13,1845
162,14,1845
163,11,1845
164,12,1845
165,21,1845
166,170,1845
167,20,1845
168,171,1845
169,174,1845
170,175,1845
171,172,1845
172,173,1845
173,222,1845
174,223,1845
175,224,1845
176,225,1845
177,188,1845
178,187,1845
179,189,1845
180,180,1845
181,10,1845
182,181,1845
183,182,1845
184,183,1845
185,184,1845
186,116,1845
187,79,1845
188,117,1845
189,78,1845
190,77,1845
191,115,1845
192,118,1845
193,119,1845
194,82,1845
195,83,1845
196,80,1845
197,81,1845
198,84,1845
199,85,1845
200,67,1845
201,125,1845
202,66,1845
203,126,1845
204,69,1845
205,127,1845
206,68,1845
207,128,1845
208,121,1845
209,122,1845
210,123,1845
211,124,1845
212,129,1845
213,70,1845
214,71,1845
215,120,1845
216,72,1845
217,73,1845
218,74,1845
219,75,1845
220,76,1845
221,132,1845
222,59,1845
223,58,1845
224,138,1845
225,57,1845
226,139,1845
227,56,1845
228,136,1845
229,55,1845
230,137,1845
231,64,1845
232,65,1845
233,62,1845
234,63,1845
235,60,1845
236,131,1845
237,61,1845
238,130,1845
239,143,1845
240,144,1845
241,145,1845
242,146,1845
243,45,1845
244,147,1845
245,44,1845
246,148,1845
247,46,1845
248,51,1845
249,52,1845
250,53,1845
251,54,1845
252,140,1845
253,142,1845
254,50,1845
255,141,1845
256,108,1845
257,107,1845
258,106,1845
259,105,1845
260,104,1845
261,103,1845
262,99,1845
263,102,1845
264,101,1845
265,100,1845
266,98,1845
267,97,1845
268,96,1845
269,95,1845
270,94,1845
271,93,1845
272,92,1845
273,91,1845
274,90,1845
275,195,1845
276,194,1845
277,197,1845
278,196,1845
279,191,1845
280,190,1845
281,193,1845
282,192,1845
283,198,1845
284,199,1845
285,152,520
286,150,520
287,169,520
288,206,520
289,166,520
290,207,520
291,27,520
292,165,520
293,28,520
294,167,520
295,3,520
296,2,520
297,1,520
298,5,520
299,4,520
300,219,520
301,220,520
302,185,520
303,186,520
304,112,520
305,113,520
306,110,520
307,111,520
308,86,520
309,87,520
310,134,520
311,49,520
312,48,520
313,47,520
314,149,520
315,109,520
316,88,520
317,89,520
318,35,1839
319,36,1839
320,33,1839
321,159,1839
322,34,1839
323,158,1839
324,39,1839
325,157,1839
326,156,1839
327,37,1839
328,155,1839
329,38,1839
330,154,1839
331,153,1839
332,43,1839
333,42,1839
334,41,1839
335,40,1839
336,202,1839
337,203,1839
338,204,1839
339,205,1839
340,200,1839
341,201,1839
342,22,1839
343,23,1839
344,24,1839
345,25,1839
346,26,1839
347,208,1839
348,209,1839
349,29,1839
350,161,1839
351,162,1839
352,163,1839
353,164,1839
354,7,1839
355,30,1839
356,32,1839
357,31,1839
358,160,1839
359,9,1839
360,8,1839
361,211,1839
362,212,1839
363,210,1839
364,215,1839
365,216,1839
366,213,1839
367,19,1839
368,214,1839
369,17,1839
370,179,1839
371,18,1839
372,178,1839
373,217,1839
374,15,1839
375,177,1839
376,218,1839
377,16,1839
378,176,1839
379,13,1839
380,14,1839
381,11,1839
382,12,1839
383,21,1839
384,170,1839
385,20,1839
386,171,1839
387,174,1839
388,175,1839
389,172,1839
390,173,1839
391,222,1839
392,223,1839
393,224,1839
394,225,1839
395,188,1839
396,187,1839
397,189,1839
398,180,1839
399,10,1839
400,181,1839
401,182,1839
402,183,1839
403,184,1839
404,116,1839
405,79,1839
406,117,1839
407,78,1839
408,77,1839
409,115,1839
410,118,1839
411,119,1839
412,82,1839
413,83,1839
414,80,1839
415,81,1839
416,84,1839
417,85,1839
418,67,1839
419,125,1839
420,66,1839
421,126,1839
422,69,1839
423,127,1839
424,68,1839
425,128,1839
426,121,1839
427,122,1839
428,123,1839
429,124,1839
430,129,1839
431,70,1839
432,71,1839
433,120,1839
434,72,1839
435,73,1839
436,74,1839
437,75,1839
438,76,1839
439,132,1839
440,59,1839
441,58,1839
442,138,1839
443,57,1839
444,139,1839
445,56,1839
446,136,1839
447,55,1839
448,137,1839
449,64,1839
450,65,1839
451,62,1839
452,63,1839
453,60,1839
454,131,1839
455,61,1839
456,130,1839
457,143,1839
458,144,1839
459,145,1839
460,146,1839
461,45,1839
462,147,1839
463,44,1839
464,148,1839
465,46,1839
466,51,1839
467,52,1839
468,53,1839
469,54,1839
470,140,1839
471,142,1839
472,50,1839
473,141,1839
474,108,1839
475,107,1839
476,106,1839
477,105,1839
478,104,1839
479,103,1839
480,99,1839
481,102,1839
482,101,1839
483,100,1839
484,98,1839
485,97,1839
486,96,1839
487,95,1839
488,94,1839
489,93,1839
490,92,1839
491,91,1839
492,90,1839
493,195,1839
494,194,1839
495,197,1839
496,196,1839
497,191,1839
498,190,1839
499,193,1839
500,192,1839
501,198,1839
502,199,1839
503,152,1837
504,150,1837
505,169,1837
506,206,1837
507,166,1837
508,207,1837
509,27,1837
510,165,1837
511,28,1837
512,167,1837
513,3,1837
514,2,1837
515,1,1837
516,5,1837
517,4,1837
518,219,1837
519,220,1837
520,185,1837
521,186,1837
522,112,1837
523,113,1837
524,110,1837
525,111,1837
526,86,1837
527,87,1837
528,134,1837
529,49,1837
530,48,1837
531,47,1837
532,149,1837
533,109,1837
534,88,1837
535,89,1837
536,152,2999
537,150,2999
538,169,2999
539,206,2999
540,166,2999
541,207,2999
542,27,2999
543,165,2999
544,28,2999
545,167,2999
546,3,2999
547,2,2999
548,1,2999
549,5,2999
550,4,2999
551,219,2999
552,220,2999
553,185,2999
554,186,2999
555,112,2999
556,113,2999
557,110,2999
558,111,2999
559,86,2999
560,87,2999
561,134,2999
562,49,2999
563,48,2999
564,47,2999
565,149,2999
566,109,2999
567,88,2999
568,89,2999
569,152,2985
570,150,2985
571,169,2985
572,206,2985
573,166,2985
574,207,2985
575,27,2985
576,165,2985
577,28,2985
578,167,2985
579,3,2985
580,2,2985
581,1,2985
582,5,2985
583,4,2985
584,219,2985
585,220,2985
586,185,2985
587,186,2985
588,112,2985
589,113,2985
590,110,2985
591,111,2985
592,86,2985
593,87,2985
594,134,2985
595,49,2985
596,48,2985
597,47,2985
598,149,2985
599,109,2985
600,88,2985
601,89,2985
602,152,1806
603,150,1806
604,169,1806
605,206,1806
